"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"LeftWinger",NA,24,1741,180,73,6.53,33,12,0,21,2,1,0,1,31,13,18,27,41,61,27,34,20,42,22,23,42,27,5,0,0,27,2,9,17,0,0,0,0,503,24,30,349,100,15,0,15,0,0,0,0,0,0,0,7,0,0
"AttackingMidfield",NA,4,255,0,0,6.61,9,2,1,6,1,0,0,1,10,2,8,11,9,5,1,4,9,13,4,1,2,4,0,0,0,0,0,1,2,0,0,0,0,85,0,0,67,18,2,0,2,0,0,0,0,0,0,0,4,0,0
"CentreForward",NA,32,1357,185,75,6.3,48,2,4,42,4,0,0,4,21,14,7,45,21,106,34,72,6,14,8,4,21,20,2,0,5,5,1,0,11,0,0,0,0,323,1,8,234,80,11,0,11,3,0,0,0,0,0,3,32,0,0
"Goalkeeper",NA,2,180,184,79,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,16,1,11,4,47,16,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,32,2837,183,63,6.81,9,3,1,5,1,0,0,1,5,2,3,7,8,108,57,51,62,79,17,69,8,14,3,1,0,169,19,12,25,0,0,0,0,1050,84,75,808,83,2,0,2,0,0,0,0,0,0,0,13,0,0
"CentreBack",NA,26,2294,183,63,6.69,10,2,2,6,1,0,0,1,6,2,4,8,5,65,32,33,43,71,28,61,9,9,2,1,0,97,29,12,16,0,0,0,0,849,79,63,632,75,3,0,3,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,1,19,185,73,6.16,1,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,20,1777,195,85,7.39,11,0,0,11,0,0,0,0,11,4,7,10,3,131,96,35,36,43,7,68,7,15,2,1,0,165,27,8,7,0,0,0,0,893,40,75,682,96,3,0,3,0,0,0,0,0,0,0,16,2,0
"CentreBack",NA,30,2677,190,83,6.76,8,1,2,5,1,0,1,0,4,3,1,6,4,135,72,63,40,50,10,38,21,29,5,0,2,198,27,3,8,0,0,0,0,1210,93,98,903,116,6,1,5,1,0,0,0,0,0,1,0,0,0
"CentreBack",NA,27,2430,190,83,6.85,15,1,4,10,0,0,0,0,5,2,3,6,3,105,69,36,44,68,24,49,16,26,7,0,0,186,20,3,15,0,0,0,0,1134,99,115,828,92,3,0,3,2,0,0,0,0,0,2,3,3,2
"CentreBack",NA,28,2475,190,83,7.11,13,0,0,13,0,0,0,0,6,0,6,9,5,115,67,48,54,84,30,86,23,18,0,0,1,171,17,5,11,0,0,0,0,1379,71,96,1095,117,3,0,3,0,0,0,0,0,0,0,11,0,0
"CentreBack",NA,32,2880,190,83,6.98,17,2,0,15,1,0,0,1,4,0,4,8,3,147,87,60,58,85,27,80,22,31,3,0,2,217,23,5,20,0,0,0,0,1697,83,114,1356,144,8,1,7,1,0,0,1,0,0,0,3,3,0
"CentreBack",NA,32,2618,190,83,6.73,15,2,2,11,2,0,1,1,16,6,10,21,3,112,61,51,42,65,23,24,20,17,8,0,2,185,28,5,13,0,0,0,0,1110,100,122,755,133,4,1,3,2,1,0,0,0,0,1,10,3,1
"CentreBack",NA,19,1484,190,83,6.62,4,1,0,3,0,0,0,0,0,0,0,7,4,69,38,31,16,24,8,25,7,12,2,0,1,102,12,4,7,0,0,0,0,611,73,77,409,52,5,0,5,1,1,0,0,0,0,0,15,0,0
"CentreBack",NA,24,2083,190,83,6.64,4,0,0,4,0,0,0,0,1,1,0,8,2,78,49,29,29,33,4,17,15,15,4,0,0,144,31,3,10,0,0,0,0,834,54,80,619,81,7,2,5,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,2,2,175,70,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,25,1508,175,70,6.96,23,8,1,14,1,0,0,1,92,29,63,48,30,25,6,19,46,82,36,22,24,17,1,0,2,10,1,1,18,0,0,0,0,895,42,21,663,169,25,2,23,4,0,0,0,0,0,4,10,2,1
"LeftWinger",NA,36,3054,175,70,7.23,58,27,3,28,9,2,2,5,156,80,76,97,54,36,10,26,89,159,70,41,52,27,3,0,5,12,0,6,71,0,0,0,0,1668,85,65,1183,335,65,18,47,4,0,0,0,0,0,4,7,7,0
"RightBack",NA,1,1,183,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,33,2273,179,67,7.19,24,12,2,10,3,1,1,1,40,5,35,14,38,77,43,34,93,163,70,61,23,61,7,0,0,47,6,1,34,0,0,0,0,1731,50,34,1482,165,30,1,29,3,0,0,1,33,0,2,53,0,1
"DefensiveMidfield",NA,34,2885,179,67,7.44,47,29,0,18,5,2,0,3,25,3,22,35,20,170,94,76,62,103,41,47,27,41,7,0,0,65,6,3,32,0,0,0,0,2975,105,67,2574,229,21,3,18,3,0,0,1,0,0,2,7,3,0
"DefensiveMidfield",NA,32,2755,179,67,7.16,36,21,2,13,2,0,0,2,38,10,28,24,31,104,52,52,79,135,56,65,36,48,4,2,1,60,5,5,36,0,0,0,0,2179,107,74,1781,217,33,3,30,1,0,0,0,0,0,1,13,0,0
"DefensiveMidfield",NA,21,1185,179,67,6.81,14,10,0,4,0,0,0,0,13,3,10,7,4,48,30,18,31,54,23,23,11,22,6,0,0,17,2,0,9,0,0,0,0,1014,47,24,837,106,14,1,13,2,1,0,0,0,0,1,2,0,0
"DefensiveMidfield",NA,29,2382,179,67,7.31,30,21,1,8,1,1,0,0,26,7,19,25,13,140,76,64,57,78,21,41,26,40,5,0,2,69,4,1,24,0,0,0,0,2049,79,55,1714,201,22,2,20,3,0,0,0,0,0,3,14,6,0
"DefensiveMidfield",NA,30,2399,179,67,6.86,17,4,2,11,0,0,0,0,13,0,13,14,6,123,74,49,50,69,19,25,17,26,7,2,1,80,16,2,12,0,0,0,0,2222,133,87,1863,139,8,3,5,1,0,0,0,0,0,1,6,3,0
"DefensiveMidfield",NA,33,2732,179,67,7.17,29,14,3,12,2,1,0,1,45,15,30,27,32,88,43,45,105,165,60,56,34,55,8,0,0,44,7,3,39,0,0,0,0,1872,83,43,1553,193,29,3,26,2,0,0,0,0,0,2,3,0,0
"DefensiveMidfield",NA,25,1881,183,76,6.89,10,4,2,4,2,0,2,0,9,1,8,8,17,78,39,39,35,73,38,40,9,28,6,0,0,46,11,6,22,0,0,0,0,1191,50,22,1035,84,13,3,10,2,0,0,0,0,0,2,0,2,0
"DefensiveMidfield",NA,15,560,183,76,6.52,2,1,0,1,0,0,0,0,1,0,1,5,2,34,18,16,21,30,9,14,7,11,3,0,0,30,0,1,8,0,0,0,0,373,17,6,313,37,3,0,3,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,24,1713,183,76,6.95,15,2,6,7,2,0,1,1,20,4,16,9,10,65,38,27,60,98,38,43,9,27,4,0,1,36,5,3,26,0,0,0,0,915,48,20,766,81,8,0,8,0,0,0,0,0,0,0,48,0,0
"CentreForward",NA,33,2454,193,90,6.98,52,1,10,41,15,0,5,10,20,11,9,63,54,280,156,124,18,33,15,2,31,51,2,0,12,36,4,0,16,0,0,0,0,902,18,11,581,292,26,0,26,1,0,0,0,0,0,1,7,0,0
"CentreForward",NA,16,227,193,90,6.2,6,2,2,2,1,0,1,0,1,1,0,8,3,32,15,17,6,7,1,0,4,4,1,0,2,6,0,0,0,0,0,0,0,88,0,2,60,26,4,0,4,0,0,0,0,0,0,0,2,2,0
"CentreForward",NA,20,685,193,90,6.49,24,1,5,18,1,0,0,1,5,0,5,27,12,104,54,50,4,5,1,1,6,12,2,0,5,10,2,0,5,0,0,0,0,223,4,5,144,70,14,0,14,4,0,0,0,0,0,4,0,0,1
"RightWinger",NA,24,1306,184,77,6.76,36,10,2,24,7,1,0,6,46,26,20,25,21,35,14,21,12,23,11,3,17,16,1,0,5,7,0,1,16,0,0,0,0,406,10,4,336,56,19,2,17,2,0,0,0,0,0,2,0,0,0
"CentreBack",NA,15,1293,185,75,6.88,7,1,0,6,1,1,0,0,12,3,9,11,4,62,34,28,29,34,5,22,6,7,3,0,1,42,7,6,6,0,0,0,0,1151,42,60,964,85,4,2,2,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,1,45,185,75,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,8,1,0,0,0,0,0,0,29,0,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,1,31,185,75,6.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,13,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,9,327,176,69,6.4,7,2,0,5,0,0,0,0,16,5,11,7,10,6,3,3,6,9,3,5,7,4,1,0,2,3,0,1,5,0,0,0,0,153,1,2,116,34,5,0,5,0,0,0,0,0,0,0,0,1,0
"AttackingMidfield",NA,11,545,175,70,6.37,8,7,0,1,0,0,0,0,9,1,8,12,5,19,9,10,13,25,12,4,12,5,0,0,0,2,0,0,2,0,0,0,0,360,15,10,285,50,5,1,4,0,0,0,0,0,0,0,6,0,0
"DefensiveMidfield",NA,1,4,176,70,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,1,0,1,1,0,0,0,0,0,1,0,0,0
"LeftBack",NA,15,939,182,74,6.89,5,3,0,2,0,0,0,0,20,6,14,5,10,29,14,15,46,53,7,13,10,19,1,0,0,17,3,1,8,0,0,0,0,593,25,28,487,53,10,0,10,0,0,0,0,0,0,0,6,0,0
"RightBack",NA,23,1673,182,73,6.5,8,6,0,2,0,0,0,0,28,12,16,11,5,37,15,22,21,39,18,17,11,17,3,0,4,38,10,7,12,0,0,0,0,618,44,76,369,129,26,10,16,1,1,0,0,0,0,0,12,0,0
"RightBack",NA,24,1841,182,73,6.4,6,3,0,3,0,0,0,0,22,12,10,22,3,46,23,23,30,54,24,21,19,11,1,0,2,27,7,10,14,0,0,0,0,725,33,64,512,116,23,4,19,0,0,0,0,0,0,0,5,0,0
"CentreBack",NA,6,441,189,89,6.51,4,1,2,1,2,0,2,0,5,1,4,3,2,17,10,7,8,11,3,10,4,6,0,0,0,13,2,2,4,0,0,0,0,197,14,29,122,32,1,0,1,0,0,0,0,0,0,0,1,0,0
"CentreBack",NA,24,2104,189,89,7.05,13,5,0,8,0,0,0,0,13,1,12,11,4,134,83,51,33,49,16,46,14,17,3,0,2,146,15,8,7,0,0,0,0,1071,108,140,715,108,7,2,5,2,0,0,0,0,0,2,29,2,0
"CentreBack",NA,12,1055,189,89,6.95,7,2,0,5,0,0,0,0,4,1,3,9,0,48,31,17,25,38,13,21,5,11,0,0,0,44,5,5,11,0,0,0,0,563,81,72,348,62,6,1,5,0,0,0,0,0,0,0,1,1,0
"RightWinger",NA,13,420,179,70,6.2,8,5,0,3,0,0,0,0,31,20,11,12,7,11,2,9,8,13,5,7,15,5,1,0,2,2,0,1,8,0,0,0,0,172,3,15,115,39,5,1,4,0,0,0,0,0,0,0,1,0,1
"CentreForward",NA,23,876,180,78,6.22,19,3,4,12,3,0,1,2,37,28,9,48,33,110,37,73,10,15,5,3,20,28,5,0,4,12,1,0,8,0,0,0,0,165,2,1,109,53,2,0,2,0,0,0,0,0,0,0,2,0,0
"CentreForward",NA,3,72,180,78,6.29,1,0,0,1,1,0,0,1,7,5,2,5,1,5,4,1,1,1,0,0,3,2,0,1,0,1,1,0,0,0,0,0,0,12,0,0,7,5,1,0,1,0,0,0,0,0,0,0,1,0,0
"CentreBack",NA,11,574,193,88,6.83,1,0,0,1,0,0,0,0,1,1,0,3,2,24,21,3,20,26,6,13,1,7,1,0,0,36,4,3,3,0,0,0,0,292,17,22,222,31,1,0,1,0,0,0,0,0,0,0,0,1,0
"LeftWinger",NA,16,468,175,73,6.24,7,4,0,3,1,0,0,1,17,7,10,20,13,13,6,7,4,8,4,7,7,6,0,0,4,3,1,2,7,0,0,0,0,192,6,4,146,36,9,1,8,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,14,583,175,60,6.47,6,3,0,3,0,0,0,0,34,18,16,18,17,25,14,11,9,12,3,8,14,1,1,0,1,7,0,1,6,0,0,0,0,227,4,4,175,44,7,1,6,1,0,0,0,0,0,1,0,0,0
"RightWinger",NA,1,55,175,60,6.19,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,2,3,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,14,0,0,8,6,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,11,361,172,82,6.04,4,1,2,1,0,0,0,0,7,4,3,15,9,20,7,13,3,5,2,4,2,8,1,0,6,2,0,1,3,0,0,0,0,76,1,1,56,18,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,20,1176,172,82,6.47,25,6,7,12,4,0,3,1,35,20,15,32,13,85,31,54,9,18,9,6,23,18,5,0,10,2,1,0,9,0,0,0,0,240,2,2,168,68,8,1,7,0,0,0,0,0,0,0,2,0,0
"CentreForward",NA,12,154,172,82,6.13,4,0,1,3,1,0,0,1,2,1,1,3,4,11,3,8,3,5,2,0,3,2,0,0,0,2,0,0,0,0,0,0,0,46,1,0,35,10,1,0,1,0,0,0,0,0,0,0,8,0,0
"DefensiveMidfield",NA,7,157,176,74,6.13,1,1,0,0,0,0,0,0,1,0,1,1,2,4,2,2,5,7,2,3,1,2,0,0,0,2,0,0,1,0,0,0,0,96,7,2,72,15,1,1,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,22,1663,176,74,7.47,5,5,0,0,0,0,0,0,26,4,22,13,25,86,54,32,71,98,27,81,17,30,5,0,1,67,8,1,30,0,0,0,0,1001,32,22,827,120,5,1,4,0,0,0,0,0,0,0,40,4,0
"DefensiveMidfield",NA,26,1647,176,74,7.1,8,8,0,0,0,0,0,0,36,6,30,13,19,35,19,16,72,93,21,77,24,24,5,1,0,22,7,3,23,0,0,0,0,1115,56,21,938,100,6,2,4,0,0,0,0,0,0,0,3,3,0
"DefensiveMidfield",NA,29,1786,176,74,6.8,14,12,0,2,0,0,0,0,24,6,18,31,28,53,36,17,73,107,34,51,40,33,5,0,0,31,8,1,21,0,0,0,0,1180,33,30,1003,114,15,0,15,0,0,0,0,0,0,0,0,0,0
"CentralMidfield",NA,32,991,184,89,6.56,32,12,1,19,6,1,0,5,12,3,9,12,17,12,6,6,25,37,12,12,10,7,1,0,0,5,3,0,11,0,0,0,0,699,26,14,569,90,15,0,15,1,0,0,0,0,0,1,0,0,0
"Goalkeeper",NA,18,1620,201,93,6.75,0,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,12,0,0,0,50,4,31,15,459,170,225,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,8,720,201,93,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,2,1,0,3,1,0,0,0,16,0,0,0,20,2,14,4,243,36,114,90,3,0,0,0,0,0,0,0,0,0,0,1,0,0
"Goalkeeper",NA,20,1800,201,93,6.51,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,9,0,0,0,67,2,43,22,444,105,253,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,1,90,201,93,6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,1,19,5,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,38,3420,201,93,6.39,0,0,0,0,0,0,0,0,1,0,1,1,0,5,4,1,0,1,1,0,0,0,3,0,0,18,0,0,0,76,5,37,34,859,252,439,167,1,1,1,0,0,0,0,0,0,0,0,11,0,0
"Goalkeeper",NA,30,2624,201,93,6.67,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,1,0,2,0,1,0,0,18,0,0,0,59,5,26,28,734,243,311,180,0,1,1,0,0,0,0,0,0,0,0,6,0,0
"CentralMidfield",NA,29,2159,169,64,6.87,40,32,0,8,0,0,0,0,53,13,40,45,26,28,9,19,60,135,75,38,36,42,8,0,1,27,8,5,36,0,0,0,0,1668,110,55,1349,154,35,7,28,0,0,0,0,0,0,0,3,0,0
"CentralMidfield",NA,30,2397,169,64,6.92,25,22,1,2,1,0,1,0,30,6,24,29,30,23,9,14,81,141,60,45,30,45,5,0,1,21,9,5,40,0,0,0,0,1806,98,50,1486,172,25,2,23,0,0,0,0,0,0,0,6,3,1
"CentralMidfield",NA,17,1045,169,64,6.49,17,12,0,5,1,0,0,1,16,6,10,21,18,16,3,13,29,47,18,16,18,25,2,0,1,8,2,6,24,0,0,0,0,769,60,22,604,83,12,0,12,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,1,16,185,80,5.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,25,2041,178,70,6.89,8,5,0,3,0,0,0,0,48,25,23,30,14,116,48,68,74,105,31,49,21,36,7,0,2,61,10,12,23,0,0,0,0,749,40,82,476,151,13,3,10,2,2,0,0,0,0,0,20,0,0
"CentralMidfield",NA,2,67,183,79,6.3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,32,2,3,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,34,2695,180,76,6.48,53,10,2,41,6,0,1,5,45,21,24,38,45,162,46,116,16,27,11,8,58,40,7,1,13,17,1,1,13,0,0,0,0,599,16,12,432,139,16,3,13,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,15,1037,180,76,6.42,10,2,0,8,1,0,0,1,16,12,4,16,8,75,26,49,6,10,4,2,13,21,0,0,3,9,1,0,6,0,0,0,0,223,4,3,155,61,13,1,12,2,1,0,0,0,0,1,3,0,0
"CentreForward",NA,34,2026,175,73,7.26,101,9,17,75,14,0,6,8,60,15,45,48,33,112,41,71,17,35,18,11,29,27,3,0,19,6,1,0,25,0,0,0,0,609,19,6,508,76,32,0,32,7,1,0,0,0,0,6,3,0,0
"CentreForward",NA,10,651,175,73,7.48,24,0,5,19,7,0,3,4,19,7,12,13,14,22,8,14,5,7,2,2,17,11,2,0,9,1,0,1,6,0,0,0,0,241,6,0,190,45,10,1,9,4,0,0,0,0,0,4,2,0,0
"CentreForward",NA,29,2060,175,73,7.11,55,11,7,37,9,0,4,5,70,22,48,59,38,72,19,53,17,34,17,15,46,28,2,0,17,5,0,0,16,0,0,0,0,732,13,6,609,104,31,1,30,4,1,0,0,0,0,3,0,0,0
"CentreForward",NA,29,1673,175,73,7.05,56,6,16,34,13,0,5,8,37,13,24,43,26,66,21,45,23,42,19,8,18,28,6,0,15,6,0,0,16,0,0,0,0,591,11,4,460,116,19,0,19,3,0,0,0,0,0,3,0,6,0
"CentreForward",NA,29,1022,175,73,6.64,43,2,9,32,7,0,1,6,37,15,22,32,30,55,15,40,10,15,5,3,18,12,1,0,14,3,2,1,14,0,0,0,0,356,4,2,290,60,21,0,21,3,0,0,0,0,0,3,3,0,0
"CentreBack",NA,23,1997,190,78,6.73,16,2,2,12,2,0,1,1,6,1,5,5,6,98,57,41,25,31,6,26,26,23,2,1,0,73,19,1,8,0,0,0,0,1550,51,101,1278,120,2,0,2,0,0,0,0,0,0,0,0,2,1
"LeftWinger",NA,14,588,178,75,6.66,20,3,2,15,2,0,2,0,25,12,13,22,7,22,7,15,7,13,6,8,4,9,0,0,1,3,0,1,6,0,0,0,0,144,3,6,112,23,9,0,9,1,1,0,0,0,0,0,0,0,0
"LeftWinger",NA,14,657,178,75,6.4,12,1,2,9,3,0,1,2,32,23,9,29,12,45,8,37,20,33,13,3,10,9,1,0,2,5,1,3,14,0,0,0,0,116,2,3,79,32,2,0,2,0,0,0,0,0,0,0,0,4,0
"AttackingMidfield",NA,13,653,186,79,6.66,7,4,0,3,1,1,0,0,21,8,13,19,10,50,24,26,11,17,6,12,13,3,0,0,1,3,1,0,3,0,0,0,0,197,2,6,140,49,14,1,13,1,1,0,0,0,0,0,23,0,0
"AttackingMidfield",NA,5,279,186,79,6.48,3,2,0,1,0,0,0,0,9,8,1,2,3,9,4,5,6,10,4,4,2,2,1,0,3,4,0,1,3,0,0,0,0,97,2,1,79,15,3,1,2,1,1,0,0,0,0,0,0,0,0
"CentreBack",NA,19,1516,185,72,6.9,9,2,1,6,0,0,0,0,12,3,9,9,6,88,49,39,25,35,10,30,11,20,6,0,0,85,9,6,6,0,0,0,0,872,24,27,735,86,4,1,3,0,0,0,0,0,0,0,2,0,0
"CentreBack",NA,21,1762,185,72,7.23,11,0,1,10,1,0,0,1,4,1,3,9,6,82,51,31,42,52,10,61,11,9,4,1,0,113,13,6,7,0,0,0,0,1111,34,34,968,75,1,0,1,0,0,0,0,0,0,0,10,0,0
"CentreBack",NA,6,349,185,72,7.36,2,0,0,2,0,0,0,0,0,0,0,0,1,21,17,4,3,4,1,18,2,3,0,0,0,45,5,0,5,0,0,0,0,130,7,7,104,12,1,0,1,1,0,0,0,0,0,1,4,0,0
"LeftBack",NA,23,2058,176,65,7.38,8,3,0,5,1,0,0,1,29,5,24,15,15,61,24,37,59,81,22,78,9,11,1,0,2,79,8,13,19,0,0,0,0,1357,63,79,1043,172,26,4,22,3,2,0,0,0,0,1,18,2,0
"LeftBack",NA,14,1088,176,65,7.24,2,2,0,0,0,0,0,0,22,7,15,9,8,21,12,9,28,41,13,50,6,10,0,0,0,40,3,4,13,0,0,0,0,693,29,46,535,83,12,3,9,1,1,0,0,0,0,0,10,0,0
"LeftBack",NA,25,2125,176,65,6.98,2,2,0,0,1,1,0,0,11,2,9,7,8,70,30,40,44,68,24,52,8,12,2,0,1,86,2,18,16,0,0,0,0,1454,44,79,1195,136,16,3,13,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,25,2238,187,74,6.59,4,4,0,0,0,0,0,0,29,13,16,21,11,58,30,28,39,50,11,40,13,16,2,0,0,71,6,10,18,0,0,0,0,772,38,91,506,137,9,1,8,0,0,0,0,0,0,0,8,0,0
"LeftBack",NA,22,1805,187,74,6.31,2,2,0,0,0,0,0,0,23,12,11,18,16,56,24,32,16,20,4,25,4,11,0,0,0,45,6,12,10,0,0,0,0,602,25,78,422,77,9,2,7,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,4,57,187,74,6.07,0,0,0,0,0,0,0,0,2,1,1,3,1,3,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,1,0,21,5,2,0,2,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,2,114,179,70,6.85,1,0,0,1,0,0,0,0,0,0,0,0,0,7,4,3,2,2,0,1,0,1,0,0,0,2,1,0,1,0,0,0,0,55,2,3,44,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,20,923,185,81,7.3,38,16,6,16,11,1,5,5,49,22,27,17,7,35,23,12,17,24,7,8,9,9,1,0,5,14,2,2,11,0,0,0,0,366,30,19,238,79,21,7,14,2,1,1,0,0,0,1,20,0,0
"DefensiveMidfield",NA,33,2837,185,87,7.04,15,4,2,9,0,0,0,0,21,3,18,15,31,83,56,27,96,139,43,53,25,42,5,1,1,79,24,7,52,0,0,0,0,2060,185,121,1502,252,34,11,23,1,0,0,0,0,0,1,20,0,0
"DefensiveMidfield",NA,33,2827,185,87,6.85,16,8,2,6,0,0,0,0,19,9,10,10,25,87,44,43,83,132,49,56,31,61,10,1,3,93,14,2,23,0,0,0,0,2039,167,97,1558,217,16,4,12,2,1,0,0,0,0,1,0,3,0
"DefensiveMidfield",NA,25,1927,185,87,6.57,16,9,4,3,1,0,1,0,11,1,10,23,17,68,32,36,35,65,30,14,29,28,4,0,1,32,11,2,8,0,0,0,0,927,64,75,645,143,17,8,9,1,0,0,1,0,0,0,2,0,1
"DefensiveMidfield",NA,33,2114,185,87,6.84,17,8,3,6,2,0,1,1,13,1,12,10,19,55,32,23,70,101,31,35,24,48,10,0,1,57,22,4,29,0,0,0,0,1375,100,101,992,182,28,7,21,1,0,0,1,0,0,0,3,0,0
"CentreBack",NA,34,3060,191,90,6.95,7,0,4,3,1,0,0,1,8,0,8,6,12,139,93,46,46,55,9,96,16,32,4,1,2,171,28,14,19,0,0,0,0,846,98,146,482,120,7,1,6,0,0,0,0,0,0,0,7,0,0
"CentreBack",NA,9,456,191,90,6.23,0,0,0,0,0,0,0,0,1,0,1,2,0,25,15,10,8,12,4,11,2,2,0,0,0,15,4,1,3,0,0,0,0,125,16,24,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,24,2072,191,90,6.97,8,0,2,6,1,0,1,0,4,0,4,6,4,107,77,30,31,37,6,42,18,9,2,1,1,146,15,4,8,0,0,0,0,611,68,92,368,83,3,0,3,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,36,3143,191,90,7.11,16,0,6,10,6,0,5,1,21,3,18,6,5,160,113,47,50,67,17,71,12,27,5,0,0,227,31,9,19,0,0,0,0,743,107,130,383,123,5,2,3,1,0,0,0,0,0,1,43,0,0
"CentreBack",NA,36,2985,193,86,6.96,22,2,2,18,1,0,1,0,3,0,3,7,5,161,118,43,35,46,11,27,17,23,5,0,0,221,29,11,6,0,0,0,0,1317,73,80,1066,98,4,0,4,0,0,0,0,0,0,0,4,0,0
"CentreBack",NA,37,3296,193,86,7.06,24,4,6,14,6,0,4,2,10,6,4,18,7,147,91,56,52,59,7,46,24,34,5,0,2,167,19,7,8,0,0,0,0,1850,112,90,1523,125,5,1,4,0,0,0,0,0,0,0,37,4,0
"CentreBack",NA,2,22,193,86,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,23,1955,193,86,6.81,13,2,0,11,2,0,0,2,5,2,3,7,4,107,69,38,22,29,7,36,21,17,2,0,1,113,34,3,7,0,0,0,0,773,29,52,617,75,3,0,3,1,0,0,0,0,0,1,0,7,0
